Property_ID,Listing_price,Data_Source,Locality,Property_Type,Built_up_area_sqfeet,Total_area_sqft,BHK,Age_of_Property,Facing_direction,Nearby_Schools,Nearby_Hospitals,Nearby_Markets,Crime_Rate_Area,Road_Connectivity,Future_Projects,Registry_Rate_per_sqft,Market_Rate_per_sqft,Last_Registry_Year,Owner_Type,Latitude,Longitude
PV0326,12505223,SYN,Vijay Nagar,Apartment,2290,2290,4,5-10 years,West,Yes,No,Yes,Low,Excellent,No,3272,4905,2018,Owner,22.743705,75.900174
PV0327,5053561,SYN,Super Corridor,Apartment,1694,1694,3,0-5 years,South,No,No,No,High,Average,Yes,2356,2740,2023,Owner,22.788723,75.898247
PV0328,6914150,SYN,Aerodrome Road,Builder Floor,1757,1757,3,0-5 years,North,Yes,No,Yes,Low,Excellent,No,2865,3453,2022,Dealer,22.720046,75.804026
PV0329,2984333,SYN,Tilak Nagar,Builder Floor,916,916,2,0-5 years,North,No,No,Yes,High,Poor,No,2429,2980,2024,Owner,22.717227,75.866406
PV0330,3186589,SYN,Niranjanpur,Apartment,957,957,2,10-20 years,East,No,Yes,No,Medium,Good,No,2605,3165,2014,Dealer,22.759537,75.915961
PV0331,2926134,SYN,Super Corridor,Apartment,1026,1026,2,0-5 years,West,No,Yes,No,Low,Poor,No,2469,2566,2020,Owner,22.784439,75.898437
PV0332,8371464,SYN,MR 10,Independent House,2221,2221,3,5-10 years,East,Yes,No,Yes,Medium,Poor,Yes,2563,2925,2017,Dealer,22.772787,75.903249
PV0333,3817111,SYN,Mahalaxmi Nagar,Independent House,1123,1123,2,0-5 years,North,No,No,Yes,High,Good,Yes,2566,2932,2022,Dealer,22.714438,75.860147
PV0334,4057239,SYN,Bicholi Mardana,Independent House,2056,2056,3,20+ years,North-West,No,Yes,Yes,High,Good,Yes,2165,2426,2001,Owner,22.782313,75.932768
PV0335,7933288,SYN,Sudama Nagar,Independent House,3062,3062,4,5-10 years,West,Yes,No,Yes,Medium,Poor,Yes,2173,2218,2017,Dealer,22.688519,75.842621
PV0336,6081261,SYN,Super Corridor,Independent House,2070,2070,3,10-20 years,East,Yes,No,No,Medium,Good,Yes,2418,2904,2011,Owner,22.788925,75.899857
PV0337,4270893,SYN,Niranjanpur,Independent House,1150,1150,2,0-5 years,South-West,Yes,Yes,Yes,Low,Good,No,2539,3284,2024,Owner,22.761111,75.914104
PV0338,16197713,SYN,Vijay Nagar,Villa,2780,2780,3,0-5 years,East,Yes,No,Yes,Low,Good,No,3281,4239,2024,Owner,22.748998,75.904422
PV0339,4404269,SYN,Aerodrome Road,Apartment,1194,1194,3,10-20 years,West,Yes,Yes,Yes,Low,Good,Yes,2832,3647,2012,Dealer,22.721969,75.80431
PV0340,9725670,SYN,Vijay Nagar,Apartment,2310,2310,4,20+ years,East,No,No,Yes,Medium,Good,No,3246,4861,2002,Dealer,22.747401,75.901889
PV0341,4513449,SYN,AB Road,Apartment,1144,1144,3,0-5 years,North,Yes,Yes,Yes,Low,Good,No,3146,3782,2022,Owner,22.721185,75.910182
PV0342,2888687,SYN,Pardesipura,Independent House,1199,1199,2,10-20 years,South,Yes,No,Yes,Medium,Good,No,2346,2431,2008,Dealer,22.764923,75.874452
PV0343,3211573,SYN,LIG Colony,Independent House,1354,1354,2,10-20 years,West,No,No,No,Medium,Poor,No,2167,2333,2012,Dealer,22.732297,75.847988
PV0344,5247572,SYN,Silicon City,Independent House,1956,1956,3,10-20 years,West,Yes,No,No,Medium,Average,Yes,2278,2600,2013,Owner,22.737124,75.879783
PV0345,1165491,SYN,Bicholi Mardana,Builder Floor,590,590,1,10-20 years,West,Yes,Yes,No,Medium,Good,Yes,2229,2206,2005,Dealer,22.782994,75.931428
PV0346,3807604,SYN,Super Corridor,Independent House,1314,1314,2,5-10 years,East,No,No,Yes,Low,Good,No,2349,2619,2018,Owner,22.787636,75.899345
PV0347,1996580,SYN,Banganga,Plot,1187,1187,0,5-10 years,East,No,Yes,No,Medium,Average,Yes,2107,2205,2015,Dealer,22.715634,75.829074
PV0348,4818870,SYN,AB Road,Apartment,1020,1020,2,10-20 years,East,Yes,Yes,Yes,Low,Excellent,No,3143,4266,2012,Owner,22.722836,75.909962
PV0349,4057565,SYN,Aerodrome Road,Apartment,980,980,2,0-5 years,East,Yes,Yes,Yes,Low,Good,No,2763,3339,2024,Owner,22.722515,75.797656
PV0350,11038757,SYN,Scheme 54,Villa,2264,2264,3,0-5 years,South,Yes,Yes,No,Low,Average,Yes,2859,3868,2024,Owner,22.731908,75.871489
PV0351,5547421,SYN,Pipliyahana,Independent House,1844,1844,3,0-5 years,North-East,No,Yes,No,Medium,Good,No,2501,2811,2022,Owner,22.697001,75.921225
PV0352,2948261,SYN,Bhawarkuan,Apartment,861,861,2,0-5 years,East,Yes,Yes,Yes,High,Good,No,2537,2913,2021,Owner,22.69511,75.840817
PV0353,3008228,SYN,Pardesipura,Independent House,1336,1336,2,20+ years,East,No,No,No,Medium,Average,No,2300,2794,1990,Owner,22.763782,75.871228
PV0354,2375512,SYN,Nipania,Apartment,602,602,1,0-5 years,South,Yes,Yes,Yes,Medium,Average,Yes,2657,3123,2021,Owner,22.754591,75.919988
PV0355,3719212,SYN,AB Road,Builder Floor,884,884,2,5-10 years,North,Yes,Yes,Yes,Low,Good,Yes,3068,3917,2015,Dealer,22.720122,75.909163
PV0356,1228428,SYN,Kanadiya,Apartment,576,576,1,10-20 years,East,No,No,Yes,Medium,Poor,Yes,2050,2075,2008,Dealer,22.803354,75.891832
PV0357,2318806,SYN,Rajendra Nagar,Apartment,638,638,1,0-5 years,West,Yes,Yes,Yes,Low,Good,No,2534,3266,2023,Owner,22.704577,75.865438
PV0358,11973869,SYN,Palasia,Apartment,2036,2036,4,5-10 years,East,Yes,Yes,Yes,Low,Good,No,3426,5142,2015,Dealer,22.724699,75.887292
PV0359,11426336,SYN,Scheme 54,Villa,2404,2404,3,10-20 years,North,Yes,Yes,Yes,Medium,Excellent,Yes,2889,4069,2010,Dealer,22.734039,75.86673
PV0360,6571036,SYN,Niranjanpur,Apartment,1759,1759,3,5-10 years,South-West,Yes,Yes,No,Medium,Excellent,Yes,2528,3397,2016,Dealer,22.76087,75.918701
PV0361,2932798,SYN,LIG Colony,Apartment,1251,1251,3,5-10 years,East,Yes,Yes,No,Low,Average,Yes,2206,2250,2015,Dealer,22.732686,75.84841
PV0362,6150540,SYN,Aerodrome Road,Apartment,1506,1506,3,0-5 years,North,Yes,Yes,Yes,Medium,Good,No,2839,3662,2021,Owner,22.721322,75.79805
PV0363,5181333,SYN,Scheme 54,Apartment,1299,1299,3,0-5 years,West,No,Yes,Yes,Low,Average,No,2827,3588,2023,Dealer,22.730349,75.873317
PV0364,2885680,SYN,Pipliyahana,Apartment,943,943,2,10-20 years,East,Yes,No,Yes,Low,Average,Yes,2495,2999,2007,Owner,22.695418,75.923201
PV0365,5434201,SYN,AB Road,Builder Floor,1505,1505,3,10-20 years,West,Yes,Yes,Yes,Low,Excellent,No,3049,4165,2011,Dealer,22.720077,75.911604
PV0366,5393019,SYN,Aerodrome Road,Apartment,1405,1405,3,0-5 years,East,No,Yes,Yes,Low,Average,No,2761,3410,2022,Dealer,22.723369,75.802995
PV0367,11671540,SYN,Aerodrome Road,Villa,2661,2661,3,0-5 years,West,Yes,No,Yes,Medium,Excellent,No,2764,3802,2020,Owner,22.71796,75.799103
PV0368,6429844,SYN,Scheme 54,Apartment,1518,1518,3,10-20 years,West,Yes,Yes,Yes,High,Excellent,No,2947,4334,2012,Dealer,22.731236,75.873231
PV0369,2350781,SYN,Bicholi Hapsi,Plot,1114,1114,0,10-20 years,North,Yes,No,Yes,Medium,Good,Yes,2057,2439,2005,Dealer,22.787308,75.941904
PV0370,17709289,SYN,Palasia,Villa,2437,2437,3,0-5 years,East,Yes,No,Yes,Low,Poor,No,3413,5516,2021,Owner,22.724078,75.881787
PV0371,7489885,SYN,Palasia,Builder Floor,1658,1658,3,20+ years,North-West,Yes,No,Yes,Medium,Average,No,3516,5063,1991,Dealer,22.725363,75.88664
PV0372,1462564,SYN,Banganga,Apartment,609,609,1,0-5 years,West,Yes,Yes,Yes,Low,Average,Yes,2150,2105,2022,Owner,22.714576,75.826672
PV0373,5114408,SYN,Nipania,Apartment,1528,1528,3,5-10 years,East,Yes,No,Yes,Low,Poor,No,2627,3215,2019,Dealer,22.753837,75.921168
PV0374,3878573,SYN,Aerodrome Road,Apartment,1077,1077,2,5-10 years,North-West,Yes,No,Yes,Low,Good,No,2861,3440,2016,Owner,22.721837,75.802731
PV0375,4922453,SYN,Vijay Nagar,Villa,897,897,1,0-5 years,West,Yes,No,Yes,Low,Excellent,No,3142,4025,2024,Dealer,22.746043,75.90423
PV0376,3402422,SYN,Silicon City,Builder Floor,1514,1514,3,5-10 years,South,No,No,No,High,Poor,No,2365,2353,2015,Owner,22.742221,75.878808
PV0377,3740219,SYN,Annapurna,Builder Floor,1647,1647,3,10-20 years,South,No,Yes,Yes,Low,Average,Yes,2290,2437,2014,Dealer,22.685873,75.864168
PV0378,3220504,SYN,Silicon City,Apartment,1039,1039,2,0-5 years,North,Yes,Yes,Yes,Low,Average,Yes,2358,2650,2021,Dealer,22.741755,75.876763
PV0379,4323704,SYN,Niranjanpur,Apartment,1099,1099,2,5-10 years,North,Yes,Yes,No,Medium,Good,Yes,2559,3427,2019,Dealer,22.756868,75.918513
PV0380,3692781,SYN,Aerodrome Road,Apartment,982,982,2,10-20 years,East,No,Yes,Yes,Medium,Excellent,Yes,2793,3687,2014,Dealer,22.724462,75.797862
PV0381,2832596,SYN,Bicholi Mardana,Plot,1185,1185,0,5-10 years,North,No,No,Yes,Medium,Poor,Yes,2165,2519,2016,Dealer,22.78204,75.931274
PV0382,7766372,SYN,Palasia,Apartment,1396,1396,3,10-20 years,East,Yes,Yes,Yes,Medium,Good,No,3537,5582,2006,Owner,22.721507,75.881896
PV0383,7723556,SYN,Aerodrome Road,Builder Floor,2180,2180,4,5-10 years,East,Yes,No,Yes,Medium,Excellent,No,2856,3734,2019,Dealer,22.723023,75.801428
PV0384,1209600,SYN,Limbodi,Apartment,574,574,1,5-10 years,West,No,No,No,Medium,Excellent,No,1929,1993,2018,Dealer,22.822144,75.909253
PV0385,4293822,SYN,Mahalaxmi Nagar,Apartment,1378,1378,3,10-20 years,East,No,Yes,Yes,Medium,Average,No,2561,2748,2009,Owner,22.709502,75.862456
PV0386,7975291,SYN,Mahalaxmi Nagar,Builder Floor,2301,2301,4,0-5 years,West,No,Yes,Yes,Low,Average,No,2431,3096,2024,Owner,22.715246,75.858629
PV0387,10448717,SYN,Aerodrome Road,Villa,2500,2500,3,0-5 years,North-East,Yes,Yes,Yes,High,Excellent,No,2880,3268,2023,Owner,22.718833,75.803137
PV0388,2988431,SYN,Super Corridor,Builder Floor,959,959,2,0-5 years,North-East,Yes,Yes,Yes,Medium,Average,Yes,2344,2763,2021,Dealer,22.788431,75.90074
PV0389,3048583,SYN,Pardesipura,Builder Floor,1458,1458,3,20+ years,East,Yes,No,No,Low,Excellent,No,2285,2574,1994,Owner,22.764013,75.871127
PV0390,20269608,SYN,Palasia,Independent House,3124,3124,4,0-5 years,East,Yes,No,Yes,Low,Excellent,No,3558,5490,2023,Owner,22.725005,75.881974
PV0391,3142098,SYN,Kanadiya,Independent House,1790,1790,3,20+ years,East,Yes,No,No,Medium,Poor,No,1986,2026,2003,Dealer,22.803202,75.893211
PV0392,1432611,SYN,Rau,Independent House,705,705,1,20+ years,North,No,No,Yes,High,Average,No,1779,2120,1994,Dealer,22.647644,75.81043
PV0393,2778888,SYN,Rau,Apartment,1395,1395,3,10-20 years,East,No,No,No,Medium,Good,No,1768,2080,2013,Owner,22.651674,75.808087
PV0394,6523936,SYN,Tilak Nagar,Independent House,2193,2193,3,10-20 years,East,Yes,No,Yes,Low,Good,Yes,2438,2800,2010,Dealer,22.722841,75.868047
PV0395,6961447,SYN,Bhawarkuan,Apartment,2555,2555,4,5-10 years,North-West,No,No,Yes,Medium,Excellent,No,2433,2813,2018,Owner,22.697216,75.838176
PV0396,7461866,SYN,Aerodrome Road,Villa,1683,1683,2,0-5 years,West,Yes,Yes,Yes,Low,Good,Yes,2728,3308,2022,Dealer,22.71978,75.799448
PV0397,2357685,SYN,Pardesipura,Builder Floor,906,906,2,0-5 years,East,Yes,No,No,High,Poor,Yes,2334,2447,2023,Dealer,22.764573,75.87544
PV0398,3422417,SYN,Nipania,Apartment,946,946,2,0-5 years,South,Yes,No,Yes,Low,Excellent,No,2625,3346,2020,Dealer,22.755524,75.918745
PV0399,4354462,SYN,Nipania,Apartment,1046,1046,2,0-5 years,South,Yes,No,Yes,Low,Excellent,Yes,2680,3626,2021,Dealer,22.751891,75.917048
PV0400,7387062,SYN,Niranjanpur,Apartment,1967,1967,4,0-5 years,South-East,Yes,Yes,Yes,Low,Poor,No,2570,2913,2022,Owner,22.758763,75.914612
PV0401,12911313,SYN,Vijay Nagar,Villa,2461,2461,3,5-10 years,North-East,Yes,No,Yes,Low,Good,No,3160,4086,2016,Dealer,22.745684,75.905398
PV0402,6124142,SYN,Bhawarkuan,Apartment,1650,1650,3,0-5 years,South,Yes,No,Yes,Medium,Good,No,2529,3157,2023,Dealer,22.692063,75.838907
PV0403,3545599,SYN,Bhawarkuan,Apartment,1033,1033,2,5-10 years,South,No,Yes,Yes,Medium,Poor,No,2541,3303,2019,Owner,22.694455,75.836555
PV0404,3516737,SYN,Pipliyahana,Apartment,1127,1127,2,5-10 years,East,Yes,Yes,No,Medium,Poor,Yes,2438,2908,2015,Dealer,22.695666,75.922214
PV0405,8057774,SYN,Aerodrome Road,Apartment,2257,2257,4,10-20 years,East,Yes,Yes,Yes,Medium,Excellent,No,2815,3560,2012,Dealer,22.720016,75.800521
PV0406,1944988,SYN,AB Road,Apartment,553,553,1,20+ years,South-West,Yes,Yes,Yes,Low,Good,No,3143,3833,1993,Dealer,22.718249,75.911459
PV0407,1977961,SYN,Silicon City,Builder Floor,777,777,2,10-20 years,North-West,Yes,Yes,Yes,Medium,Poor,No,2293,2699,2006,Dealer,22.739688,75.881376
PV0408,3958041,SYN,Banganga,Independent House,2143,2143,3,20+ years,North,Yes,No,No,Medium,Poor,Yes,2136,2125,1990,Owner,22.71047,75.827559
PV0409,7257179,SYN,Scheme 54,Apartment,1575,1575,3,0-5 years,South-West,Yes,Yes,Yes,Low,Average,Yes,2818,4045,2023,Dealer,22.731786,75.871562
PV0410,4500742,SYN,Scheme 54,Apartment,932,932,2,0-5 years,West,Yes,Yes,Yes,Low,Average,No,2820,4229,2020,Owner,22.731329,75.87161
PV0411,2940676,SYN,Tilak Nagar,Apartment,1146,1146,2,20+ years,South-West,Yes,Yes,Yes,Medium,Good,Yes,2348,2975,1997,Owner,22.717523,75.863782
PV0412,3170070,SYN,Mahalaxmi Nagar,Apartment,1006,1006,2,10-20 years,East,Yes,No,Yes,Low,Good,No,2451,3148,2005,Dealer,22.709971,75.856677
PV0413,9916985,SYN,Scheme 54,Apartment,2698,2698,4,5-10 years,East,Yes,Yes,Yes,Medium,Excellent,No,2872,3520,2019,Dealer,22.730197,75.867572
PV0414,7594854,SYN,MR 10,Independent House,1902,1902,3,0-5 years,West,Yes,No,Yes,Low,Good,Yes,2581,3219,2021,Dealer,22.767407,75.904708
PV0415,1633713,SYN,Sudama Nagar,Builder Floor,658,658,1,5-10 years,West,Yes,No,No,Medium,Good,Yes,2210,2488,2018,Dealer,22.686924,75.838017
PV0416,2966375,SYN,Tilak Nagar,Builder Floor,1059,1059,2,10-20 years,North-East,Yes,No,Yes,Medium,Poor,No,2405,2676,2006,Dealer,22.71716,75.86582
PV0417,2247298,SYN,Rau,Apartment,941,941,2,5-10 years,East,Yes,No,Yes,Low,Good,Yes,1785,2014,2018,Owner,22.651644,75.811001
PV0418,12580645,SYN,AB Road,Villa,2291,2291,3,5-10 years,South-West,Yes,Yes,Yes,Low,Average,No,3178,4113,2016,Dealer,22.720589,75.913125
PV0419,4266868,SYN,Nipania,Apartment,1270,1270,3,0-5 years,West,No,Yes,Yes,High,Good,No,2697,2982,2021,Owner,22.755952,75.920772
PV0420,2520465,SYN,Mahalaxmi Nagar,Builder Floor,956,956,2,5-10 years,North-East,No,Yes,No,High,Good,No,2441,2913,2016,Dealer,22.7124,75.860927
PV0421,3987010,SYN,Pipliyahana,Independent House,1316,1316,2,5-10 years,South,No,No,Yes,High,Average,No,2445,2742,2017,Owner,22.695981,75.921721
PV0422,1611529,SYN,Bicholi Hapsi,Independent House,664,664,1,5-10 years,West,No,No,No,Low,Average,Yes,2105,2188,2016,Dealer,22.793503,75.937842
PV0423,10335077,SYN,Palasia,Villa,1558,1558,2,0-5 years,North,Yes,Yes,Yes,High,Average,No,3397,4902,2020,Dealer,22.721575,75.880306
PV0424,15367751,SYN,Palasia,Villa,2584,2584,3,5-10 years,East,Yes,No,Yes,Medium,Good,No,3600,4726,2017,Dealer,22.725692,75.880983
PV0425,4861519,SYN,Bicholi Mardana,Independent House,1666,1666,3,5-10 years,East,Yes,Yes,No,High,Poor,No,2262,2554,2017,Owner,22.782886,75.926993
PV0426,4421152,SYN,LIG Colony,Independent House,2056,2056,3,10-20 years,South,No,No,Yes,High,Good,No,2212,2216,2007,Dealer,22.728108,75.852143
PV0427,6239234,SYN,AB Road,Builder Floor,1512,1512,3,5-10 years,East,Yes,No,Yes,Low,Excellent,Yes,3106,4042,2016,Dealer,22.720397,75.910371
PV0428,2139399,SYN,Pardesipura,Apartment,967,967,2,10-20 years,West,Yes,Yes,No,High,Good,Yes,2292,2419,2009,Dealer,22.762475,75.872455
PV0429,9206168,SYN,Vijay Nagar,Builder Floor,1867,1867,4,5-10 years,East,No,Yes,Yes,Low,Excellent,No,3227,4636,2015,Dealer,22.748923,75.904068
PV0430,3943835,SYN,MR 10,Apartment,1175,1175,2,0-5 years,North,Yes,Yes,Yes,Medium,Good,No,2673,2957,2021,Dealer,22.773463,75.902992
PV0431,2186048,SYN,Silicon City,Independent House,700,700,1,0-5 years,North,Yes,No,No,Medium,Average,Yes,2276,2757,2024,Dealer,22.737572,75.882351
PV0432,2793223,SYN,MR 10,Apartment,985,985,2,10-20 years,South,Yes,No,Yes,Low,Good,No,2597,3246,2007,Dealer,22.772668,75.903249
PV0433,2443366,SYN,Super Corridor,Apartment,883,883,2,20+ years,East,Yes,No,Yes,Medium,Poor,Yes,2466,2929,2001,Owner,22.787047,75.899817
PV0434,4216238,SYN,Bhawarkuan,Builder Floor,1411,1411,3,0-5 years,East,Yes,Yes,No,Medium,Poor,No,2531,2829,2024,Owner,22.693329,75.839908
PV0435,2049619,SYN,Rau,Independent House,1004,1004,2,10-20 years,South,No,Yes,No,Medium,Poor,No,1803,2047,2007,Owner,22.646969,75.811517
PV0436,14583957,SYN,Palasia,Villa,2368,2368,3,0-5 years,North-East,Yes,Yes,No,Low,Excellent,No,3403,4898,2021,Dealer,22.726018,75.883872
PV0437,3474442,SYN,Bhawarkuan,Builder Floor,1150,1150,3,5-10 years,North-East,No,No,Yes,High,Average,No,2440,2870,2019,Owner,22.695928,75.84109
PV0438,20861006,SYN,Palasia,Villa,3414,3414,4,0-5 years,South,No,Yes,No,Medium,Good,No,3561,4657,2020,Owner,22.726733,75.882979
PV0439,3415755,SYN,Rajendra Nagar,Apartment,1106,1106,2,10-20 years,East,Yes,No,Yes,Medium,Poor,No,2648,2877,2009,Owner,22.704679,75.866705
PV0440,5128509,SYN,Aerodrome Road,Independent House,1372,1372,2,5-10 years,South-East,No,No,No,High,Good,No,2859,3813,2015,Dealer,22.721833,75.80465
PV0441,7230997,SYN,Super Corridor,Villa,2056,2056,3,0-5 years,West,No,No,No,High,Poor,Yes,2345,2662,2022,Dealer,22.78979,75.899297
PV0442,7607061,SYN,Vijay Nagar,Villa,1483,1483,2,0-5 years,East,Yes,Yes,Yes,Medium,Good,No,3209,4288,2022,Dealer,22.745976,75.903115
PV0443,11025947,SYN,AB Road,Independent House,1974,1974,3,0-5 years,North,No,No,Yes,Low,Good,No,3056,4460,2022,Dealer,22.720685,75.915732
PV0444,2324386,SYN,Kanadiya,Apartment,1054,1054,2,10-20 years,East,Yes,Yes,Yes,High,Poor,Yes,1942,2273,2005,Owner,22.799175,75.891473
PV0445,5081659,SYN,Super Corridor,Builder Floor,1631,1631,3,0-5 years,East,Yes,Yes,No,Medium,Good,No,2408,2801,2020,Dealer,22.788656,75.900319
PV0446,4088992,SYN,Rajendra Nagar,Apartment,1561,1561,3,20+ years,East,Yes,Yes,Yes,High,Good,Yes,2659,2974,1996,Dealer,22.70509,75.867675
PV0447,4509951,SYN,Limbodi,Apartment,2480,2480,4,10-20 years,West,No,Yes,No,Medium,Excellent,No,1890,1970,2005,Dealer,22.821458,75.908903
PV0448,11952566,SYN,Vijay Nagar,Villa,2205,2205,3,0-5 years,West,Yes,Yes,Yes,Medium,Good,No,3223,4008,2020,Dealer,22.745442,75.899351
PV0449,13502165,SYN,Rajendra Nagar,Villa,3487,3487,4,10-20 years,South-West,Yes,No,Yes,Low,Poor,No,2526,3376,2009,Owner,22.70658,75.866596
PV0450,7093072,SYN,Mahalaxmi Nagar,Villa,2421,2421,3,20+ years,West,Yes,No,Yes,Low,Good,No,2561,2888,2002,Owner,22.710478,75.857264
PV0451,6406863,SYN,Nipania,Apartment,1776,1776,4,0-5 years,North,Yes,Yes,Yes,Medium,Good,No,2739,3068,2024,Owner,22.75736,75.922124
PV0452,7583967,SYN,Bhawarkuan,Independent House,2750,2750,4,20+ years,West,Yes,Yes,Yes,Low,Good,Yes,2497,2939,1990,Dealer,22.698548,75.838696
PV0453,7742947,SYN,Vijay Nagar,Apartment,1473,1473,3,0-5 years,West,Yes,Yes,Yes,Low,Excellent,No,3248,4363,2022,Dealer,22.747195,75.898772
PV0454,3696212,SYN,Tilak Nagar,Apartment,1459,1459,3,10-20 years,East,Yes,Yes,Yes,Medium,Average,No,2425,2596,2007,Owner,22.723287,75.86619
PV0455,6158732,SYN,AB Road,Independent House,1277,1277,2,0-5 years,South-West,Yes,Yes,Yes,Medium,Good,No,3035,4087,2020,Dealer,22.718524,75.912546
PV0456,7276153,SYN,Vijay Nagar,Apartment,1495,1495,3,5-10 years,East,Yes,Yes,Yes,Low,Average,No,3257,4604,2019,Owner,22.744737,75.900016
PV0457,8022681,SYN,AB Road,Villa,1499,1499,2,5-10 years,East,No,Yes,No,Low,Good,Yes,3168,4380,2017,Dealer,22.724788,75.909159
PV0458,7577178,SYN,Aerodrome Road,Apartment,1704,1704,3,0-5 years,East,No,No,Yes,Low,Excellent,No,2793,3852,2020,Dealer,22.723409,75.804356
PV0459,8443116,SYN,Nipania,Villa,2185,2185,3,10-20 years,South-West,Yes,No,Yes,Medium,Excellent,Yes,2778,3555,2006,Dealer,22.754147,75.923087
PV0460,2011493,SYN,Banganga,Apartment,846,846,2,0-5 years,North-East,No,Yes,Yes,Medium,Average,Yes,2125,2308,2024,Owner,22.713725,75.830773
PV0461,6030285,SYN,Mahalaxmi Nagar,Independent House,1839,1839,3,10-20 years,East,No,No,Yes,Low,Average,No,2538,3058,2014,Dealer,22.710093,75.859394
PV0462,2104141,SYN,Pardesipura,Builder Floor,936,936,2,20+ years,East,No,Yes,Yes,Low,Good,Yes,2318,2652,1995,Dealer,22.76586,75.874541
PV0463,10191972,SYN,Aerodrome Road,Villa,2109,2109,3,0-5 years,West,Yes,Yes,Yes,Medium,Excellent,Yes,2752,3532,2021,Owner,22.718459,75.80436
PV0464,5014044,SYN,Annapurna,Independent House,1470,1470,2,0-5 years,East,No,Yes,Yes,High,Good,No,2309,2643,2020,Owner,22.686872,75.866591
PV0465,16525657,SYN,Palasia,Villa,2564,2564,3,10-20 years,East,Yes,No,Yes,Medium,Good,Yes,3500,5300,2007,Dealer,22.727638,75.883533
PV0466,6414261,SYN,Palasia,Apartment,1361,1361,3,10-20 years,East,No,Yes,Yes,Medium,Good,No,3470,5247,2008,Dealer,22.726741,75.883862
PV0467,6782503,SYN,Niranjanpur,Apartment,2171,2171,4,10-20 years,South,Yes,Yes,Yes,High,Good,Yes,2637,3404,2011,Owner,22.762424,75.918831
PV0468,3929747,SYN,Tilak Nagar,Apartment,1077,1077,2,5-10 years,North,Yes,Yes,Yes,High,Good,No,2420,2986,2017,Dealer,22.719221,75.868471
PV0469,4295079,SYN,Super Corridor,Apartment,1409,1409,3,0-5 years,North,No,Yes,Yes,Medium,Good,No,2385,2542,2024,Dealer,22.784834,75.897733
PV0470,3343663,SYN,Mahalaxmi Nagar,Apartment,1389,1389,3,20+ years,West,Yes,Yes,Yes,Medium,Good,Yes,2540,2837,1997,Dealer,22.713888,75.861234
PV0471,3731282,SYN,Nipania,Builder Floor,992,992,2,0-5 years,South-West,Yes,Yes,No,Low,Good,No,2692,3524,2024,Dealer,22.752153,75.918628
PV0472,8692281,SYN,Palasia,Builder Floor,1448,1448,3,5-10 years,East,Yes,Yes,Yes,Medium,Good,No,3567,5002,2016,Owner,22.725144,75.885308
PV0473,4857898,SYN,MR 10,Independent House,2083,2083,3,20+ years,South,No,Yes,No,Medium,Good,Yes,2553,2956,1999,Owner,22.766671,75.905414
PV0474,6837253,SYN,AB Road,Apartment,1608,1608,3,10-20 years,West,Yes,Yes,Yes,Low,Average,Yes,3156,4177,2011,Owner,22.720381,75.909004
PV0475,1443158,SYN,Bhawarkuan,Apartment,530,530,1,10-20 years,South,No,No,Yes,Low,Good,Yes,2567,3065,2013,Dealer,22.692268,75.836705
PV0476,2656990,SYN,MR 10,Builder Floor,821,821,2,0-5 years,North,Yes,No,Yes,Low,Good,Yes,2585,3171,2021,Dealer,22.767729,75.899964
PV0477,3716432,SYN,Scheme 54,Apartment,870,870,2,5-10 years,North,Yes,No,Yes,Low,Good,No,2869,3751,2015,Owner,22.728331,75.870949
PV0478,4578596,SYN,Pardesipura,Independent House,1342,1342,2,0-5 years,East,No,Yes,Yes,Low,Good,Yes,2282,2632,2021,Owner,22.764091,75.876537
PV0479,16963757,SYN,AB Road,Independent House,3182,3182,4,0-5 years,North-East,Yes,No,Yes,Medium,Excellent,No,3189,4123,2022,Dealer,22.723045,75.914164
PV0480,4002429,SYN,Nipania,Independent House,1380,1380,2,20+ years,West,Yes,No,Yes,Low,Average,No,2673,3370,2001,Dealer,22.753863,75.917686
PV0481,13812535,SYN,Vijay Nagar,Independent House,2600,2600,4,5-10 years,East,Yes,Yes,Yes,Low,Good,No,3109,4317,2016,Dealer,22.742072,75.902696
PV0482,6102674,SYN,Palasia,Apartment,985,985,2,0-5 years,North-West,Yes,No,Yes,Low,Good,No,3428,5525,2023,Owner,22.725481,75.881442
PV0483,4997964,SYN,Super Corridor,Builder Floor,1758,1758,4,10-20 years,North-East,Yes,No,Yes,Low,Good,No,2426,3061,2011,Dealer,22.790953,75.900429
PV0484,7024183,SYN,Aerodrome Road,Apartment,1690,1690,3,0-5 years,South,Yes,No,Yes,Medium,Good,Yes,2747,3570,2024,Dealer,22.723342,75.798305
PV0485,2966537,SYN,Pardesipura,Apartment,984,984,2,10-20 years,North,Yes,No,Yes,Low,Excellent,No,2276,2767,2009,Dealer,22.76711,75.874235
PV0486,10010503,SYN,Niranjanpur,Independent House,2564,2564,4,0-5 years,North,Yes,Yes,No,Low,Good,Yes,2668,3276,2023,Owner,22.7616,75.916495
PV0487,3239281,SYN,Tilak Nagar,Independent House,1476,1476,2,20+ years,South,No,No,No,Medium,Excellent,No,2408,2640,1990,Owner,22.721939,75.862808
PV0488,5112758,SYN,Niranjanpur,Independent House,1767,1767,3,20+ years,West,No,No,Yes,Medium,Good,Yes,2536,3371,1991,Owner,22.760035,75.911955
