Property_ID,Listing price,Data Source,Locality,Property_Type,Built_up_area_sqfeet,Total_area_sqft,BHK,Age_of_Property,Facing_direction,Nearby_Schools,Nearby_Hospitals,Nearby_Markets,Crime_Rate_Area,Road_Connectivity,Future_Projects,Registry_Rate_per_sqft,Market_Rate_per_sqft,Last_Registry_Year,Owner_Type,Latitude,Longitude,Remarks,Listing_price,Data_Source
PV0153,,,Rau,Apartment,953,953,2,20+ years,East,No,No,Yes,Medium,Average,No,1752.0,1859,1994,Dealer,22.652514,75.807392,,1616567.0,SYN
PV0154,,,Bicholi Hapsi,Independent House,2070,2070,3,0-5 years,North,No,Yes,No,Medium,Average,No,2098.0,2281,2024,Owner,22.788436,75.936768,,5274820.0,SYN
PV0155,,,Pipliyahana,Apartment,1658,1658,3,20+ years,East,Yes,Yes,Yes,Low,Average,No,2574.0,2979,2000,Dealer,22.698338,75.922513,,4325783.0,SYN
PV0156,,,Tilak Nagar,Independent House,1552,1552,2,0-5 years,West,Yes,Yes,No,Low,Average,Yes,2409.0,2639,2021,Owner,22.716777,75.866093,,4477223.0,SYN
PV0157,,,Silicon City,Apartment,551,551,1,5-10 years,North,No,Yes,No,High,Average,No,2248.0,2450,2017,Owner,22.743364,75.877639,,1428173.0,SYN
PV0158,,,Limbodi,Builder Floor,1000,1000,2,0-5 years,East,No,Yes,Yes,Medium,Good,Yes,1925.0,2138,2024,Dealer,22.823428,75.913642,,2570681.0,SYN
PV0159,,,Pipliyahana,Apartment,1615,1615,3,5-10 years,North,No,Yes,Yes,Low,Good,No,2532.0,2828,2015,Dealer,22.698295,75.92018,,4852647.0,SYN
PV0160,,,Banganga,Apartment,1320,1320,3,5-10 years,North,No,No,No,High,Excellent,Yes,2143.0,2358,2015,Owner,22.7098,75.831832,,3419826.0,SYN
PV0161,,,Aerodrome Road,Apartment,806,806,2,0-5 years,East,Yes,Yes,Yes,Low,Excellent,Yes,2857.0,3608,2023,Owner,22.722626,75.798564,,3356919.0,SYN
PV0162,,,Annapurna,Plot,1177,1177,0,0-5 years,East,Yes,No,No,High,Poor,Yes,2261.0,2421,2021,Dealer,22.683072,75.862973,,2600709.0,SYN
PV0163,,,Super Corridor,Apartment,2751,2751,4,20+ years,South-West,Yes,No,Yes,Low,Average,Yes,2467.0,2742,1992,Owner,22.788027,75.904301,,6612981.0,SYN
PV0164,,,Super Corridor,Builder Floor,1356,1356,3,5-10 years,North-West,Yes,No,Yes,Medium,Good,Yes,2391.0,2801,2017,Dealer,22.790468,75.902331,,3943541.0,SYN
PV0165,,,Rajendra Nagar,Builder Floor,1033,1033,2,20+ years,East,No,Yes,Yes,Medium,Excellent,No,2639.0,3282,1993,Owner,22.705283,75.868331,,2901866.0,SYN
PV0166,,,Scheme 54,Apartment,1068,1068,2,5-10 years,East,Yes,Yes,Yes,Medium,Average,No,2975.0,3620,2017,Owner,22.728611,75.873389,,3725359.0,SYN
PV0167,,,Palasia,Independent House,1814,1814,3,5-10 years,North-East,Yes,No,Yes,Low,Excellent,No,3556.0,5443,2019,Dealer,22.726626,75.884703,,11909276.0,SYN
PV0168,,,Bhawarkuan,Independent House,1658,1658,3,20+ years,South,Yes,No,Yes,Medium,Good,Yes,2461.0,3120,2001,Dealer,22.692228,75.839185,,4854014.0,SYN
PV0169,,,Rajendra Nagar,Villa,1052,1052,1,10-20 years,South,Yes,No,Yes,Medium,Good,Yes,2665.0,3268,2014,Owner,22.705777,75.868045,,3277218.0,SYN
PV0170,,,Niranjanpur,Apartment,1230,1230,3,0-5 years,South,No,No,Yes,Medium,Average,No,2525.0,3076,2020,Dealer,22.757099,75.912824,,4484942.0,SYN
PV0171,,,Nipania,Apartment,2673,2673,4,0-5 years,South-West,Yes,No,No,Low,Average,No,2713.0,3451,2023,Owner,22.755544,75.919411,,9859333.0,SYN
PV0172,,,Sudama Nagar,Apartment,953,953,2,10-20 years,North-East,No,No,No,High,Average,Yes,2193.0,2394,2014,Owner,22.689342,75.836527,,2389113.0,SYN
PV0173,,,Palasia,Apartment,1493,1493,3,0-5 years,South,Yes,Yes,Yes,Low,Good,No,3408.0,5265,2021,Dealer,22.72746,75.881132,,9497162.0,SYN
PV0174,,,Rajendra Nagar,Apartment,1326,1326,3,0-5 years,East,Yes,Yes,No,Low,Excellent,No,2587.0,3349,2024,Owner,22.705559,75.862721,,5010028.0,SYN
PV0175,,,AB Road,Independent House,1900,1900,3,0-5 years,East,Yes,No,Yes,Low,Excellent,No,3024.0,4370,2022,Owner,22.721814,75.914634,,10845951.0,SYN
PV0176,,,Kanadiya,Builder Floor,1372,1372,3,5-10 years,South-East,No,No,Yes,High,Average,No,1997.0,2372,2016,Owner,22.803985,75.894805,,3047580.0,SYN
PV0177,,,Vijay Nagar,Villa,2045,2045,3,0-5 years,South-West,Yes,Yes,Yes,Medium,Average,No,3159.0,4049,2020,Dealer,22.742912,75.901872,,11130633.0,SYN
PV0178,,,Rau,Apartment,1464,1464,3,5-10 years,East,No,Yes,No,Medium,Average,Yes,1792.0,1813,2015,Owner,22.64838,75.808267,,2726533.0,SYN
PV0179,,,Bicholi Mardana,Apartment,1794,1794,4,10-20 years,North-West,No,No,Yes,Medium,Average,No,2251.0,2576,2012,Owner,22.780613,75.930915,,4419372.0,SYN
PV0180,,,Tilak Nagar,Apartment,1229,1229,3,10-20 years,West,Yes,No,No,Medium,Average,Yes,2375.0,2741,2014,Dealer,22.723218,75.862807,,3378221.0,SYN
PV0181,,,Banganga,Apartment,1152,1152,3,0-5 years,North-East,Yes,No,No,Low,Poor,Yes,2137.0,2425,2023,Dealer,22.70951,75.829292,,3109848.0,SYN
PV0182,,,Pipliyahana,Apartment,2305,2305,4,0-5 years,East,Yes,No,No,High,Average,No,2457.0,2779,2023,Owner,22.697426,75.921361,,7715459.0,SYN
PV0183,,,AB Road,Apartment,1103,1103,2,0-5 years,East,Yes,Yes,No,Low,Good,No,3055.0,4367,2021,Dealer,22.722032,75.91527,,5421021.0,SYN
PV0184,,,Sudama Nagar,Independent House,641,641,1,5-10 years,North,No,No,No,Medium,Average,No,2145.0,2484,2019,Dealer,22.687336,75.837475,,1894115.0,SYN
PV0185,,,LIG Colony,Independent House,1833,1833,3,0-5 years,East,No,Yes,No,Medium,Poor,Yes,2228.0,2434,2024,Dealer,22.727476,75.848566,,5310047.0,SYN
PV0186,,,Scheme 54,Apartment,795,795,2,0-5 years,North-East,Yes,No,Yes,Low,Average,No,2881.0,3935,2022,Dealer,22.728408,75.870176,,3566242.0,SYN
PV0187,,,Tilak Nagar,Apartment,1010,1010,2,0-5 years,East,Yes,No,Yes,Medium,Excellent,No,2456.0,2523,2023,Owner,22.721977,75.866647,,3023573.0,SYN
PV0188,,,Bicholi Mardana,Apartment,978,978,2,0-5 years,East,No,Yes,No,Medium,Average,No,2237.0,2359,2023,Owner,22.782752,75.927437,,2765892.0,SYN
PV0189,,,Mahalaxmi Nagar,Independent House,1703,1703,3,20+ years,East,No,Yes,Yes,Low,Poor,No,2438.0,3039,2001,Owner,22.713361,75.857064,,4063018.0,SYN
PV0190,,,Annapurna,Builder Floor,1201,1201,3,0-5 years,North-East,No,Yes,Yes,High,Good,No,2343.0,2595,2020,Dealer,22.685117,75.866019,,3872101.0,SYN
PV0191,,,Niranjanpur,Apartment,1258,1258,3,10-20 years,East,Yes,Yes,Yes,Medium,Good,Yes,2629.0,3251,2007,Dealer,22.758115,75.91869,,3797214.0,SYN
PV0192,,,Mahalaxmi Nagar,Apartment,1472,1472,3,5-10 years,West,Yes,Yes,Yes,Medium,Excellent,No,2533.0,2977,2017,Dealer,22.709655,75.85701,,4940924.0,SYN
PV0193,,,Aerodrome Road,Independent House,2195,2195,3,0-5 years,East,No,No,Yes,Medium,Excellent,No,2786.0,3718,2023,Owner,22.724272,75.804518,,9356140.0,SYN
PV0194,,,Tilak Nagar,Apartment,1324,1324,3,0-5 years,North,Yes,No,No,Medium,Poor,Yes,2358.0,2630,2023,Owner,22.723126,75.867363,,3874676.0,SYN
PV0195,,,Tilak Nagar,Apartment,1554,1554,3,0-5 years,North,Yes,Yes,No,Medium,Good,Yes,2457.0,2555,2021,Dealer,22.721464,75.86418,,4609604.0,SYN
PV0196,,,Scheme 54,Apartment,1481,1481,3,0-5 years,West,Yes,Yes,Yes,Low,Good,Yes,2908.0,3484,2023,Dealer,22.728634,75.873444,,6280062.0,SYN
PV0197,,,Kanadiya,Builder Floor,1064,1064,2,0-5 years,South,Yes,Yes,No,High,Good,Yes,2015.0,2059,2024,Dealer,22.804349,75.893082,,2601710.0,SYN
PV0198,,,AB Road,Villa,2657,2657,3,0-5 years,West,No,Yes,Yes,Medium,Good,No,3182.0,4171,2024,Dealer,22.717888,75.909564,,14209039.0,SYN
PV0199,,,Silicon City,Builder Floor,653,653,1,5-10 years,North-East,No,No,Yes,High,Good,No,2353.0,2778,2019,Dealer,22.741423,75.881493,,1931072.0,SYN
PV0200,,,Pardesipura,Builder Floor,887,887,2,0-5 years,East,Yes,No,Yes,Low,Good,No,2289.0,2855,2024,Owner,22.762392,75.874741,,2753313.0,SYN
PV0201,,,Nipania,Independent House,2033,2033,3,0-5 years,South,Yes,No,No,Medium,Average,No,2670.0,3483,2024,Dealer,22.751653,75.918985,,8625995.0,SYN
PV0202,,,Palasia,Independent House,1493,1493,2,0-5 years,North-East,Yes,Yes,Yes,Low,Excellent,No,3577.0,5347,2024,Dealer,22.72591,75.883204,,9909927.0,SYN
PV0203,,,Scheme 54,Apartment,1392,1392,3,0-5 years,North,Yes,Yes,No,Low,Excellent,No,2950.0,4045,2022,Dealer,22.732281,75.86973,,6173314.0,SYN
PV0204,,,Pipliyahana,Apartment,1628,1628,3,5-10 years,East,Yes,No,Yes,Medium,Good,No,2443.0,3100,2019,Dealer,22.696972,75.918564,,5252283.0,SYN
PV0205,,,Palasia,Apartment,1738,1738,4,10-20 years,North-West,Yes,Yes,Yes,Low,Good,No,3476.0,4801,2013,Dealer,22.727843,75.887409,,8122446.0,SYN
PV0206,,,Vijay Nagar,Villa,2368,2368,3,0-5 years,West,Yes,Yes,No,Low,Excellent,No,3293.0,4907,2023,Owner,22.743974,75.905599,,13740346.0,SYN
PV0207,,,Scheme 54,Apartment,910,910,2,10-20 years,East,Yes,Yes,Yes,Low,Excellent,Yes,2892.0,4170,2013,Owner,22.731751,75.870641,,3725631.0,SYN
PV0208,,,LIG Colony,Independent House,1200,1200,2,10-20 years,East,No,No,Yes,Low,Excellent,Yes,2248.0,2248,2011,Dealer,22.727522,75.852987,,3039946.0,SYN
PV0209,,,Bhawarkuan,Apartment,1037,1037,2,0-5 years,East,Yes,Yes,Yes,Low,Good,Yes,2550.0,3271,2021,Owner,22.695039,75.839733,,3665337.0,SYN
PV0210,,,Niranjanpur,Villa,2454,2454,3,0-5 years,North,No,Yes,No,Low,Good,No,2532.0,3133,2022,Dealer,22.763666,75.913107,,9721707.0,SYN
PV0211,,,Bicholi Hapsi,Builder Floor,1005,1005,2,5-10 years,East,Yes,Yes,No,Medium,Poor,Yes,2104.0,2298,2016,Owner,22.788169,75.943251,,2283425.0,SYN
PV0212,,,Palasia,Apartment,1477,1477,3,0-5 years,East,Yes,Yes,Yes,Low,Excellent,Yes,3442.0,5308,2020,Dealer,22.724197,75.883057,,10049982.0,SYN
PV0213,,,Scheme 54,Apartment,861,861,2,0-5 years,North,Yes,No,Yes,Low,Poor,No,2938.0,4292,2021,Dealer,22.730791,75.86872,,4524572.0,SYN
PV0214,,,Palasia,Independent House,2104,2104,3,5-10 years,South-East,Yes,No,Yes,Medium,Good,No,3423.0,5446,2019,Owner,22.723077,75.885454,,12657060.0,SYN
PV0215,,,Palasia,Apartment,1013,1013,2,5-10 years,South,Yes,Yes,Yes,Low,Average,No,3441.0,5237,2018,Dealer,22.722674,75.882416,,5772876.0,SYN
PV0216,,,Vijay Nagar,Villa,1617,1617,2,0-5 years,East,Yes,Yes,Yes,Medium,Good,Yes,3228.0,4500,2024,Owner,22.747748,75.902666,,9776852.0,SYN
PV0217,,,Niranjanpur,Apartment,1419,1419,3,10-20 years,East,Yes,Yes,No,Medium,Average,No,2539.0,2867,2007,Dealer,22.757652,75.914653,,3744257.0,SYN
PV0218,,,AB Road,Villa,2176,2176,3,0-5 years,West,Yes,Yes,Yes,Medium,Good,Yes,3059.0,3783,2024,Dealer,22.724184,75.909347,,10629482.0,SYN
PV0219,,,Aerodrome Road,Apartment,2068,2068,4,5-10 years,West,Yes,Yes,Yes,Low,Poor,No,2759.0,3263,2019,Owner,22.71889,75.804063,,7448221.0,SYN
PV0220,,,Rau,Independent House,1237,1237,2,0-5 years,South-West,Yes,No,Yes,Medium,Poor,No,1845.0,1986,2023,Dealer,22.653405,75.808856,,3072003.0,SYN
PV0221,,,Rau,Apartment,1440,1440,3,0-5 years,East,No,No,No,Low,Poor,Yes,1770.0,1835,2022,Owner,22.651377,75.813343,,3145231.0,SYN
PV0222,,,Palasia,Apartment,2479,2479,4,5-10 years,South-East,Yes,Yes,Yes,Low,Good,No,3500.0,4941,2016,Owner,22.727673,75.880793,,13350736.0,SYN
PV0223,,,Banganga,Independent House,780,780,1,0-5 years,North,Yes,No,No,Low,Good,No,2129.0,2144,2024,Owner,22.714702,75.828075,,2042230.0,SYN
PV0224,,,Nipania,Independent House,2047,2047,3,0-5 years,West,Yes,Yes,Yes,High,Good,No,2767.0,3260,2022,Owner,22.751456,75.917771,,8410960.0,SYN
PV0225,,,Palasia,Apartment,1481,1481,3,0-5 years,North,Yes,Yes,Yes,High,Excellent,No,3428.0,4675,2024,Owner,22.72697,75.881365,,8586113.0,SYN
PV0226,,,MR 10,Apartment,907,907,2,0-5 years,East,Yes,Yes,Yes,Medium,Average,Yes,2558.0,2975,2022,Dealer,22.768064,75.902539,,3252804.0,SYN
PV0227,,,Vijay Nagar,Apartment,2563,2563,4,10-20 years,East,Yes,Yes,Yes,High,Average,No,3119.0,4544,2007,Owner,22.746551,75.905221,,13037356.0,SYN
PV0228,,,Rau,Independent House,1481,1481,3,10-20 years,North-East,Yes,No,Yes,Low,Average,No,1783.0,1938,2007,Owner,22.651822,75.813565,,2927343.0,SYN
PV0229,,,Limbodi,Apartment,1717,1717,3,0-5 years,East,No,Yes,No,High,Average,Yes,1884.0,2056,2024,Dealer,22.816623,75.912397,,4473760.0,SYN
PV0230,,,Scheme 54,Apartment,695,695,1,5-10 years,South-West,Yes,Yes,Yes,Low,Good,No,2834.0,3768,2018,Dealer,22.734214,75.870073,,2952387.0,SYN
PV0231,,,Pardesipura,Villa,2274,2274,3,0-5 years,South-West,Yes,No,No,Medium,Good,Yes,2272.0,2535,2021,Owner,22.765205,75.875279,,7209487.0,SYN
PV0232,,,Nipania,Apartment,1533,1533,3,10-20 years,North,Yes,Yes,Yes,Low,Average,No,2694.0,3347,2009,Owner,22.758087,75.922509,,5101076.0,SYN
PV0233,,,Palasia,Apartment,906,906,2,5-10 years,North-East,Yes,Yes,No,Low,Poor,No,3431.0,5591,2017,Dealer,22.725866,75.882831,,5666967.0,SYN
PV0234,,,Nipania,Apartment,872,872,2,0-5 years,South,No,Yes,Yes,Medium,Poor,No,2622.0,3467,2020,Owner,22.753617,75.920667,,3215069.0,SYN
PV0235,,,Aerodrome Road,Villa,2288,2288,3,5-10 years,East,Yes,Yes,Yes,Low,Excellent,No,2730.0,3499,2016,Owner,22.719224,75.800446,,11269103.0,SYN
PV0236,,,AB Road,Independent House,1773,1773,3,5-10 years,North-East,Yes,No,Yes,Low,Good,No,3041.0,4202,2019,Owner,22.724804,75.91083,,9151636.0,SYN
PV0237,,,Niranjanpur,Builder Floor,632,632,1,5-10 years,West,Yes,Yes,Yes,Medium,Good,Yes,2643.0,3067,2017,Owner,22.757264,75.913324,,1931473.0,SYN
PV0238,,,Rajendra Nagar,Builder Floor,1027,1027,2,20+ years,South-West,No,No,No,Low,Good,No,2585.0,3069,2002,Dealer,22.708254,75.868034,,2372764.0,SYN
PV0239,,,Palasia,Builder Floor,1081,1081,2,5-10 years,East,Yes,Yes,No,Medium,Excellent,Yes,3407.0,4591,2017,Owner,22.723791,75.885354,,5027540.0,SYN
PV0240,,,Bhawarkuan,Apartment,1404,1404,3,10-20 years,North,No,Yes,Yes,Medium,Average,No,2557.0,3373,2007,Dealer,22.698457,75.842225,,4780904.0,SYN
PV0241,,,Rajendra Nagar,Villa,1495,1495,2,5-10 years,East,No,No,No,High,Average,Yes,2573.0,3045,2018,Owner,22.705734,75.868059,,5160210.0,SYN
PV0242,,,Pipliyahana,Apartment,1092,1092,2,0-5 years,South-East,No,No,No,Medium,Excellent,Yes,2429.0,3059,2024,Dealer,22.698616,75.922424,,3770191.0,SYN
PV0243,,,Limbodi,Builder Floor,1682,1682,3,20+ years,North,No,Yes,Yes,Medium,Poor,No,1851.0,2083,2002,Owner,22.818072,75.912965,,2886147.0,SYN
PV0244,,,Mahalaxmi Nagar,Apartment,1596,1596,3,10-20 years,North-West,Yes,Yes,Yes,Low,Average,Yes,2568.0,3211,2014,Dealer,22.712315,75.85796,,4887816.0,SYN
PV0245,,,Vijay Nagar,Apartment,1531,1531,3,10-20 years,East,Yes,No,No,Low,Excellent,No,3271.0,4834,2005,Dealer,22.742835,75.904673,,7273007.0,SYN
PV0246,,,MR 10,Apartment,850,850,2,5-10 years,East,Yes,Yes,No,Medium,Average,Yes,2582.0,2870,2019,Owner,22.773041,75.901053,,2754878.0,SYN
PV0247,,,Scheme 54,Apartment,2294,2294,4,0-5 years,South-West,No,No,Yes,Low,Average,No,2973.0,3715,2022,Dealer,22.727434,75.87319,,9779479.0,SYN
PV0248,,,Bhawarkuan,Villa,1432,1432,2,0-5 years,North,No,Yes,Yes,Medium,Average,Yes,2517.0,3019,2021,Owner,22.697453,75.842041,,5488557.0,SYN
PV0249,,,Scheme 54,Independent House,1911,1911,3,0-5 years,South,Yes,Yes,Yes,Medium,Good,No,2927.0,4009,2020,Dealer,22.732691,75.873138,,9090405.0,SYN
PV0250,,,Aerodrome Road,Apartment,2559,2559,4,5-10 years,East,Yes,Yes,Yes,Low,Excellent,No,2781.0,3859,2017,Dealer,22.718015,75.801022,,11601507.0,SYN
PV0251,,,MR 10,Independent House,1090,1090,2,20+ years,North,Yes,Yes,No,Low,Excellent,Yes,2655.0,3082,2003,Dealer,22.770133,75.905085,,3404926.0,SYN
PV0252,,,Bicholi Mardana,Independent House,3109,3109,4,10-20 years,North,Yes,Yes,No,Medium,Good,Yes,2184.0,2222,2008,Dealer,22.781017,75.928917,,7477085.0,SYN
PV0253,,,Aerodrome Road,Apartment,1070,1070,2,0-5 years,North-West,Yes,Yes,Yes,Low,Average,No,2758.0,3710,2024,Dealer,22.724434,75.802323,,4351035.0,SYN
PV0254,,,AB Road,Villa,2577,2577,3,0-5 years,North,Yes,Yes,Yes,Low,Excellent,No,3034.0,4015,2021,Owner,22.720834,75.909766,,15761998.0,SYN
PV0255,,,Tilak Nagar,Apartment,1549,1549,3,10-20 years,South,Yes,Yes,Yes,Medium,Good,No,2402.0,2803,2010,Dealer,22.719197,75.862843,,4574260.0,SYN
PV0256,,,Super Corridor,Apartment,1290,1290,3,0-5 years,South,Yes,No,No,Medium,Good,No,2328.0,3118,2021,Owner,22.789933,75.902475,,4664346.0,SYN
PV0257,,,Vijay Nagar,Villa,2690,2690,3,0-5 years,East,No,No,Yes,Medium,Good,No,3197.0,4262,2023,Dealer,22.742716,75.902881,,14613530.0,SYN
PV0258,,,Silicon City,Apartment,1284,1284,3,10-20 years,East,No,No,Yes,Medium,Average,Yes,2339.0,2744,2013,Owner,22.738691,75.880924,,3626695.0,SYN
PV0259,,,Bhawarkuan,Builder Floor,819,819,2,10-20 years,North,Yes,No,Yes,High,Average,No,2519.0,3308,2010,Dealer,22.693847,75.842153,,2789548.0,SYN
PV0260,,,Bhawarkuan,Independent House,1374,1374,2,10-20 years,East,Yes,Yes,Yes,High,Average,No,2531.0,3291,2006,Dealer,22.695828,75.837883,,4832170.0,SYN
PV0261,,,Vijay Nagar,Apartment,2233,2233,4,5-10 years,North-East,Yes,No,Yes,Low,Excellent,No,3257.0,4518,2016,Dealer,22.74749,75.900111,,10490715.0,SYN
PV0262,,,Super Corridor,Villa,2068,2068,3,10-20 years,West,No,Yes,Yes,Low,Excellent,Yes,2471.0,2781,2010,Dealer,22.788439,75.900896,,6409019.0,SYN
PV0263,,,Rau,Builder Floor,821,821,2,20+ years,East,Yes,No,Yes,Medium,Good,Yes,1750.0,2068,2001,Dealer,22.651082,75.810229,,1294999.0,SYN
PV0264,,,Bicholi Mardana,Independent House,1237,1237,2,10-20 years,East,No,No,No,High,Average,Yes,2186.0,2329,2008,Owner,22.777873,75.927899,,3164593.0,SYN
PV0265,,,MR 10,Independent House,1306,1306,2,10-20 years,East,Yes,No,Yes,Medium,Excellent,No,2567.0,3235,2006,Owner,22.772777,75.905474,,5023942.0,SYN
PV0266,,,Super Corridor,Villa,4065,4065,4,10-20 years,North,No,No,Yes,Medium,Average,No,2364.0,2575,2005,Dealer,22.785897,75.900396,,12129488.0,SYN
PV0267,,,Nipania,Independent House,1448,1448,2,5-10 years,East,Yes,No,No,High,Good,Yes,2641.0,3010,2018,Dealer,22.753673,75.922885,,4615257.0,SYN
PV0268,,,Vijay Nagar,Apartment,1426,1426,3,20+ years,North,No,Yes,Yes,Low,Good,No,3245.0,4902,1999,Dealer,22.744059,75.904508,,5710920.0,SYN
PV0269,,,Tilak Nagar,Apartment,978,978,2,10-20 years,East,Yes,No,Yes,Low,Average,No,2471.0,2946,2007,Dealer,22.720642,75.865069,,2777515.0,SYN
PV0270,,,Limbodi,Plot,1229,1229,0,20+ years,South,No,No,No,High,Average,No,1888.0,2021,1991,Owner,22.821875,75.90957,,1582735.0,SYN
PV0271,,,Scheme 54,Apartment,2203,2203,4,20+ years,South,Yes,Yes,Yes,Medium,Good,No,2887.0,4217,1990,Dealer,22.730083,75.870607,,8178047.0,SYN
PV0272,,,Scheme 54,Apartment,1648,1648,3,0-5 years,West,Yes,No,Yes,Low,Excellent,No,2843.0,4050,2023,Dealer,22.731373,75.871405,,7757283.0,SYN
PV0273,,,Niranjanpur,Independent House,1267,1267,2,20+ years,East,Yes,No,Yes,High,Good,No,2608.0,3073,2003,Dealer,22.76125,75.916699,,3329730.0,SYN
PV0274,,,Nipania,Apartment,1273,1273,3,10-20 years,West,Yes,Yes,Yes,Medium,Poor,No,2763.0,3014,2007,Dealer,22.758103,75.917051,,3651229.0,SYN
PV0275,,,Niranjanpur,Villa,1708,1708,2,0-5 years,North,No,No,Yes,Low,Poor,Yes,2533.0,3239,2021,Dealer,22.757515,75.913562,,7345630.0,SYN
PV0276,,,AB Road,Apartment,825,825,2,0-5 years,North-East,No,Yes,Yes,Low,Good,No,3091.0,3997,2024,Dealer,22.719509,75.914449,,3778099.0,SYN
PV0277,,,Pardesipura,Villa,1364,1364,2,5-10 years,South-East,Yes,Yes,Yes,High,Good,Yes,2334.0,2666,2018,Owner,22.766802,75.875065,,4363446.0,SYN
PV0278,,,MR 10,Apartment,529,529,1,0-5 years,North-East,Yes,No,Yes,Medium,Poor,No,2554.0,2906,2024,Dealer,22.772981,75.904647,,1994502.0,SYN
PV0279,,,AB Road,Apartment,970,970,2,0-5 years,East,Yes,Yes,No,Low,Good,Yes,3080.0,4173,2020,Dealer,22.722093,75.911473,,4228754.0,SYN
PV0280,,,Mahalaxmi Nagar,Builder Floor,1087,1087,2,20+ years,East,Yes,No,Yes,Medium,Poor,No,2517.0,2923,2001,Dealer,22.711283,75.862562,,2868604.0,SYN
PV0281,,,Niranjanpur,Apartment,1293,1293,3,5-10 years,East,No,Yes,Yes,Medium,Poor,No,2623.0,2966,2019,Dealer,22.762118,75.917462,,4195536.0,SYN
PV0282,,,Super Corridor,Builder Floor,534,534,1,0-5 years,South,No,No,Yes,High,Poor,No,2340.0,3035,2020,Owner,22.789135,75.898247,,1734118.0,SYN
PV0283,,,Super Corridor,Apartment,1003,1003,2,20+ years,East,No,Yes,Yes,Low,Good,No,2430.0,2948,1998,Dealer,22.78482,75.899995,,2752586.0,SYN
PV0284,,,Niranjanpur,Apartment,572,572,1,5-10 years,South-East,Yes,Yes,Yes,Medium,Good,Yes,2629.0,3370,2017,Owner,22.7631,75.916566,,2109755.0,SYN
PV0285,,,MR 10,Apartment,1502,1502,3,0-5 years,West,No,No,No,Medium,Good,Yes,2603.0,3265,2020,Owner,22.770142,75.901312,,5027513.0,SYN
PV0286,,,AB Road,Apartment,1414,1414,3,0-5 years,East,Yes,Yes,Yes,Low,Excellent,No,3083.0,3799,2020,Dealer,22.722391,75.915212,,6430955.0,SYN
PV0287,,,Banganga,Independent House,1286,1286,2,10-20 years,North-East,No,Yes,Yes,Medium,Average,No,2113.0,2416,2012,Owner,22.714255,75.832547,,3281030.0,SYN
PV0288,,,Bhawarkuan,Apartment,1505,1505,3,0-5 years,East,No,No,Yes,High,Average,No,2522.0,3242,2020,Dealer,22.698802,75.839209,,5462483.0,SYN
PV0289,,,Palasia,Independent House,2781,2781,4,0-5 years,North,Yes,Yes,Yes,Medium,Good,No,3566.0,5594,2021,Dealer,22.727576,75.88288,,18455657.0,SYN
PV0290,,,Aerodrome Road,Apartment,1154,1154,3,5-10 years,East,Yes,Yes,Yes,Low,Good,No,2717.0,3640,2019,Owner,22.723744,75.797949,,5277784.0,SYN
PV0291,,,Pipliyahana,Apartment,587,587,1,20+ years,East,Yes,No,No,High,Excellent,Yes,2564.0,2943,1990,Owner,22.70007,75.923631,,1545640.0,SYN
PV0292,,,Sudama Nagar,Independent House,1816,1816,3,10-20 years,South,No,No,No,Low,Good,Yes,2142.0,2514,2006,Dealer,22.689749,75.837372,,4688511.0,SYN
PV0293,,,Scheme 54,Apartment,2211,2211,4,10-20 years,West,Yes,Yes,Yes,Low,Excellent,Yes,2917.0,3746,2012,Dealer,22.732435,75.873067,,6996335.0,SYN
PV0294,,,Kanadiya,Builder Floor,974,974,2,10-20 years,South,No,Yes,No,Low,Average,Yes,2041.0,2369,2012,Dealer,22.79862,75.895206,,2036991.0,SYN
PV0295,,,Rajendra Nagar,Apartment,1587,1587,3,5-10 years,West,No,Yes,Yes,Low,Poor,No,2578.0,2868,2018,Dealer,22.704889,75.867124,,4699727.0,SYN
PV0296,,,Scheme 54,Apartment,2249,2249,4,0-5 years,North,Yes,Yes,Yes,Low,Good,No,2981.0,4194,2023,Owner,22.732926,75.867716,,11414211.0,SYN
PV0297,,,Palasia,Apartment,950,950,2,0-5 years,West,Yes,No,Yes,Low,Excellent,No,3436.0,5528,2021,Owner,22.724123,75.885402,,6256304.0,SYN
PV0298,,,Nipania,Apartment,1637,1637,3,5-10 years,East,No,Yes,Yes,Low,Poor,Yes,2710.0,3362,2015,Dealer,22.756479,75.916623,,5994022.0,SYN
PV0299,,,Scheme 54,Villa,3345,3345,4,5-10 years,West,Yes,No,Yes,Low,Excellent,No,2925.0,4116,2017,Owner,22.732057,75.867889,,16565736.0,SYN
PV0300,,,Mahalaxmi Nagar,Apartment,1476,1476,3,5-10 years,South,Yes,No,Yes,Medium,Good,No,2458.0,3213,2018,Dealer,22.715891,75.860148,,4862587.0,SYN
PV0301,,,Scheme 54,Villa,1587,1587,2,5-10 years,North-West,Yes,Yes,Yes,Low,Excellent,No,2927.0,4283,2016,Owner,22.733921,75.871514,,9027552.0,SYN
PV0302,,,Pipliyahana,Apartment,1422,1422,3,0-5 years,North,Yes,Yes,Yes,Low,Good,Yes,2541.0,2933,2024,Dealer,22.699456,75.91664,,4840045.0,SYN
PV0303,,,Rau,Independent House,829,829,1,5-10 years,West,Yes,Yes,Yes,High,Excellent,No,1820.0,2051,2015,Dealer,22.651956,75.81232,,2098975.0,SYN
